"SPNO","Species_Name","Sex","Size","Chela","Shell_Condition","Egg_Color","Egg_Cond","Clutch","Random","Collection_Comments","VISUAL","BCS_PCR_results","Year","Specific_Location","General_Location","Collected_By","ReferenceNO","Plate","DNA_Well_No","Host_Tissue","Preservative","Sample_Status","C_V_H","Cruise","Vessel","Haul","Date","Stratum","Latitude","Longitude","StationID","Depth","Surface_Temp","Bottom_Temp","Haul_Date"
20140182,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","B11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140183,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","C11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140184,"Chionoecetes bairdi",1,23,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","D11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_117",201401,94,117,2014-07-09 07:24:45,32,56.67659,-169.48468,"F-20",80,6.8,5,2014-07-09 07:24:45
20140185,"Chionoecetes bairdi",1,32,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140186,"Chionoecetes bairdi",2,30,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140187,"Chionoecetes bairdi",1,35,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"1","G11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140188,"Chionoecetes bairdi",1,81,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H11","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140189,"Chionoecetes bairdi",1,94,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","A12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140190,"Chionoecetes bairdi",1,98,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","B12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140191,"Chionoecetes bairdi",1,74,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","C12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140192,"Chionoecetes bairdi",1,76,NA,2,NA,NA,NA,NA,NA,NA,3,2014,"2014Index2","BS","SAP",NA,"1","D12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140193,"Chionoecetes bairdi",1,85,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","E12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140194,"Chionoecetes bairdi",1,107,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","F12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140195,"Chionoecetes bairdi",1,80,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"1","G12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140196,"Chionoecetes bairdi",1,101,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"1","H12","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140201,"Chionoecetes bairdi",1,109,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","A1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140202,"Chionoecetes bairdi",2,60,NA,3,0,0,0,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","B1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140203,"Chionoecetes bairdi",2,57,NA,3,0,0,0,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","C1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140204,"Chionoecetes bairdi",2,44,NA,2,0,0,0,NA,"BCS+? Very Pink/red body",NA,1,2014,"2014Index2","BS","SAP",NA,"2","D1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140205,"Chionoecetes bairdi",1,30,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","E1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140206,"Chionoecetes bairdi",2,34,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","F1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140207,"Chionoecetes bairdi",2,46,NA,2,0,0,0,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","G1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140208,"Chionoecetes bairdi",2,35,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","H1","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_120",201401,94,120,2014-07-09 14:44:34,61,56.33218,-170.67951,"E-22",121,10,4.2,2014-07-09 14:44:34
20140209,"Chionoecetes bairdi",1,47,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","A2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140210,"Chionoecetes bairdi",2,42,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","B2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140211,"Chionoecetes bairdi",2,49,NA,3,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","C2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140212,"Chionoecetes bairdi",2,43,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","D2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140213,"Chionoecetes bairdi",2,38,NA,2,0,0,0,NA,"BCS+? Pink/reddish body",NA,1,2014,"2014Index2","BS","SAP",NA,"2","E2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140214,"Chionoecetes bairdi",2,34,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","F2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140215,"Chionoecetes bairdi",2,42,NA,2,0,0,0,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","G2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140216,"Chionoecetes bairdi",1,37,NA,2,NA,NA,NA,NA,"BCS+? Very pink/red body",NA,1,2014,"2014Index2","BS","SAP",NA,"2","H2","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140217,"Chionoecetes bairdi",1,48,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","A3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140218,"Chionoecetes bairdi",1,29,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","B3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140219,"Chionoecetes bairdi",2,32,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","C3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140221,"Chionoecetes bairdi",1,25,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","E3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140222,"Chionoecetes bairdi",1,31,NA,2,NA,NA,NA,NA,NA,NA,1,2014,"2014Index2","BS","SAP",NA,"2","F3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140223,"Chionoecetes bairdi",1,48,NA,3,NA,NA,NA,NA,"Slight pink body",NA,1,2014,"2014Index2","BS","SAP",NA,"2","G3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140224,"Chionoecetes bairdi",1,42,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","H3","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140225,"Chionoecetes bairdi",2,46,NA,3,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","A4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140226,"Chionoecetes bairdi",2,53,NA,3,0,0,0,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","B4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140227,"Chionoecetes bairdi",1,102,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","C4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140228,"Chionoecetes bairdi",1,106,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","D4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140229,"Chionoecetes bairdi",1,101,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index2","BS","SAP",NA,"2","E4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_121",201401,94,121,2014-07-09 17:17:13,61,56.66425,-170.73395,"F-22",114,10.1,4.1,2014-07-09 17:17:13
20140230,"Chionoecetes opilio",1,82,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","F4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,2014-07-10 12:45:02,42,57.49609,-170.57357,"IH2221",73,9.9,3.6,2014-07-10 12:45:02
20140231,"Chionoecetes opilio",1,71,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","G4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,2014-07-10 12:45:02,42,57.49609,-170.57357,"IH2221",73,9.9,3.6,2014-07-10 12:45:02
20140232,"Chionoecetes opilio",1,83,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","H4","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,2014-07-10 12:45:02,42,57.49609,-170.57357,"IH2221",73,9.9,3.6,2014-07-10 12:45:02
20140233,"Chionoecetes opilio",1,76,NA,3,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","A5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,2014-07-10 12:45:02,42,57.49609,-170.57357,"IH2221",73,9.9,3.6,2014-07-10 12:45:02
20140234,"Chionoecetes opilio",1,59,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","B5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_124",201401,94,124,2014-07-10 12:45:02,42,57.49609,-170.57357,"IH2221",73,9.9,3.6,2014-07-10 12:45:02
20140235,"Chionoecetes opilio",2,53,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","C5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140236,"Chionoecetes opilio",2,51,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","D5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140237,"Chionoecetes opilio",2,49,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","E5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140238,"Chionoecetes opilio",2,54,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","F5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140240,"Chionoecetes opilio",2,53,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","H5","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140241,"Chionoecetes opilio",2,57,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","A6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140242,"Chionoecetes opilio",2,56,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","B6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140243,"Chionoecetes opilio",2,56,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","C6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140244,"Chionoecetes opilio",2,46,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","D6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140245,"Chionoecetes opilio",2,48,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","E6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140246,"Chionoecetes opilio",2,55,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","F6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140247,"Chionoecetes opilio",2,55,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","G6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140248,"Chionoecetes opilio",2,50,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","H6","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140249,"Chionoecetes opilio",2,53,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","A7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140250,"Chionoecetes opilio",2,55,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","B7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140251,"Chionoecetes opilio",2,55,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","C7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140252,"Chionoecetes opilio",2,57,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","D7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140253,"Chionoecetes opilio",2,57,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","E7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140254,"Chionoecetes opilio",2,58,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","F7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140255,"Chionoecetes opilio",2,51,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","G7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140256,"Chionoecetes opilio",2,55,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","H7","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140257,"Chionoecetes opilio",2,55,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","A8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140258,"Chionoecetes opilio",2,67,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","B8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140259,"Chionoecetes opilio",2,58,NA,2,0,0,0,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","C8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140260,"Chionoecetes opilio",2,60,NA,2,4,1,5,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","D8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140261,"Chionoecetes opilio",1,53,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","E8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
20140263,"Chionoecetes opilio",1,50,NA,2,NA,NA,NA,NA,NA,NA,0,2014,"2014Index6","BS","SAP",NA,"2","G8","Leg muscle","Frozen at sea, then transferred to 100% EtOH","Used Up/Thrown Away","201401_94_125",201401,94,125,2014-07-10 15:37:13,42,57.66988,-170.27477,"I-21",73,10.3,2.8,2014-07-10 15:37:13
